id,title,summary,published,authors,primary category
http://arxiv.org/abs/0912.5155v1,"Measuring the Accreting Stellar and Intermediate Mass Black Hole
  Populations in the Galaxy and Local Group","  The population of stellar black holes (SBHs) in the Galaxy and galaxies
generally is poorly known in both number and distribution. SBHs are the fossil
record of the massive stars in galaxy evolution and may have produced some (if
not all) of the intermediate mass (\gsim100\Msun) black holes (IMBHs) and, in
turn, the central supermassive black holes (SMBHs) in galactic nuclei. For the
first time, a Galaxy-wide census of accreting black holes, and their more
readily recognizable tracer population, accreting neutron stars (NSs), could be
measured with a wide-field hard X-ray imaging survey and soft X-ray and
optical/IR prompt followup -- as proposed for the EXIST mission.
",2009-12-30T20:10:59Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43b30>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43110>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43650>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43b90>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43fb0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43a70>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43890>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43710>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43590>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43410>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43050>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b434d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43cb0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b43a10>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b214d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21e30>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21c50>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21410>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21ef0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21d70>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21a10>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b217d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b216b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21530>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21050>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b21f50>]",astro-ph.HE
http://arxiv.org/abs/1403.4636v1,"Bright and fast voltage reporters across the visible spectrum via
  electrochromic FRET (eFRET)","  We present a palette of brightly fluorescent genetically encoded voltage
indicators (GEVIs) with excitation and emission peaks spanning the visible
spectrum, sensitivities from 6 - 10% Delta F/F per 100 mV, and half-maximal
response times from 1 - 7 ms. A fluorescent protein is fused to an
Archaerhodopsin-derived voltage sensor. Voltage-induced shifts in the
absorption spectrum of the rhodopsin lead to voltage-dependent nonradiative
quenching of the appended fluorescent protein. Through a library screen, we
identified linkers and fluorescent protein combinations which reported neuronal
action potentials in cultured rat hippocampal neurons with a single-trial
signal-to-noise ratio from 6.6 to 11.6 in a 1 kHz imaging bandwidth at modest
illumination intensity. The freedom to choose a voltage indicator from an array
of colors facilitates multicolor voltage imaging, as well as combination with
other optical reporters and optogenetic actuators.
",2014-03-18T22:39:50Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8e4d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8eef0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8e290>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8ec50>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8e950>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8e7d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8e590>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8e230>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8e110>]",q-bio.BM
http://arxiv.org/abs/hep-th/9209128v1,"How the Little Group Constrains Massless Field Representations in Higher
  Even Dimensions","  Assuming trivial action of Euclidean translations of the little group, we
derive a simple correspondence between massless field representations
transforming under the full generalized even dimensional Lorentz group, and
highest weight states of the relevant little group. This yields a connection
between `helicity' and `chirality' in all dimensions, and highlights the
special nature of the restricted representations under `gauge' transformations.
",1992-09-30T14:55:06Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8bef0>],hep-th
http://arxiv.org/abs/hep-th/9802033v2,String Junctions and BPS States in Seiberg-Witten Theory,"  We argue that certain BPS states in the D3-brane probe realization of N=2
SU(2) Super-Yang-Mills theory correspond to multi-pronged strings connecting
the D3-brane to the background 7-branes. This provides a physical realization
of the decay of these states on the curve of marginal stability, and explains
their absence in the strong coupling regime.
",1998-02-05T22:55:50Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8b1d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b8b170>]",hep-th
http://arxiv.org/abs/hep-th/9806011v1,String Junction Transitions in the Moduli Space of N=2 SYM,"  The string theory description of BPS states in D-brane world-volume field
theories may undergo transitions from open strings to string webs, as well as
between different string webs, as one moves in the field theory moduli space.
These transitions are driven by the string creation phenomenon. We demonstrate
such transitions in the D3-brane realization of N=2 SU(2) Super-Yang-Mills
theory.
",1998-06-01T18:15:59Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b5eef0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b5ed10>]",hep-th
http://arxiv.org/abs/hep-th/0005068v2,Supergravity Instantons and the Universal Hypermultiplet,"  The effective action of N=2 supersymmetric 5-dimensional supergravity arising
from compactifications of M-theory on Calabi-Yau threefolds receives
non-perturbative corrections from wrapped Euclidean membranes and fivebranes.
These contributions can be interpreted as instanton corrections in the 5
dimensional field theory. Focusing on the universal hypermultiplet, a solution
of this type is presented and the instanton action is calculated, generalizing
previous results involving membrane instantons. The instanton action is not a
sum of membrane and fivebrane contributions: it has the form reminiscent of
non-threshold bound states.
",2000-05-08T15:54:46Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b5e050>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46ba8dd0>]",hep-th
http://arxiv.org/abs/hep-th/0608121v1,String Gas Cosmology and Structure Formation,"  It has recently been shown that a Hagedorn phase of string gas cosmology may
provide a causal mechanism for generating a nearly scale-invariant spectrum of
scalar metric fluctuations, without the need for an intervening period of de
Sitter expansion. A distinctive signature of this structure formation scenario
would be a slight blue tilt of the spectrum of gravitational waves. In this
paper we give more details of the computations leading to these results.
",2006-08-17T08:48:07Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46ba89b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46ba8590>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46ba86b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46ba8230>]",hep-th
http://arxiv.org/abs/1001.2044v1,Companion forms for unitary and symplectic groups,"  We prove a companion forms theorem for ordinary n-dimensional automorphic
Galois representations, by use of automorphy lifting theorems developed by the
second author, and a technique for deducing companion forms theorems due to the
first author. We deduce results about the possible Serre weights of mod l
Galois representations corresponding to automorphic representations on unitary
groups. We then use functoriality to prove similar results for automorphic
representations of GSp4 over totally real fields.
",2010-01-13T14:45:29Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f746f27d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f746f2b90>]",math.NT
http://arxiv.org/abs/1006.2168v1,Recommendations of the VAO-Science Council,"  Recommendations of the VAO-Science Council following the meeting of March
26-27, 2010. Refer to the webpage http://www.aui.edu/vao.php
",2010-06-10T22:32:09Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46adc650>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46adc410>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46adcdd0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46adc1d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46adc9b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46adca70>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46adc590>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b53d10>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b53890>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b53dd0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b53530>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b53bf0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b538f0>]",astro-ph.IM
http://arxiv.org/abs/1210.5581v1,Hidden Trends in 90 Years of Harvard Business Review,"  In this paper, we demonstrate and discuss results of our mining the abstracts
of the publications in Harvard Business Review between 1922 and 2012.
Techniques for computing n-grams, collocations, basic sentiment analysis, and
named-entity recognition were employed to uncover trends hidden in the
abstracts. We present findings about international relationships, sentiment in
HBR's abstracts, important international companies, influential technological
inventions, renown researchers in management theories, US presidents via
chronological analyses.
",2012-10-20T06:09:11Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b53110>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b539b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b53a10>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b53d70>]",cs.CL
http://arxiv.org/abs/1306.3039v1,Another Conversation with Persi Diaconis,"  Persi Diaconis was born in New York on January 31, 1945. Upon receiving a
Ph.D. from Harvard in 1974 he was appointed Assistant Professor at Stanford.
Following periods as Professor at Harvard (1987-1997) and Cornell (1996-1998),
he has been Professor in the Departments of Mathematics and Statistics at
Stanford since 1998. He is a member of the National Academy of Sciences, a past
President of the IMS and has received honorary doctorates from Chicago and four
other universities. The following conversation took place at his office and at
Aldous's home in early 2012.
",2013-06-13T07:01:48Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b7ec50>],stat.ME
http://arxiv.org/abs/1403.3014v2,"PPMXL photometric study of four open cluster candidates (Ivanov 2,
  Ivanov 7, Ivanov 9 and Harvard 9)","  The astrophysical parameters of four unstudied open star cluster candidates -
Harvard 9, Ivanov 2, Ivanov 7, and Ivanov 9 - have been estimated for the first
time using the PPMXL database. The stellar density distributions and
color-magnitude diagrams for each cluster are used to determine the geometrical
structure (cluster center, limited radius, core and tidal radii, the distances
from the Sun, from the Galactic center and from the Galactic plane). Also, the
main photometric parameters (age, distance modulus, color excesses, membership,
total mass, relaxation time, luminosity and mass functions) are estimated.
",2014-03-12T16:36:46Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b7edd0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46bc55f0>]",astro-ph.GA
http://arxiv.org/abs/1802.05600v1,"""Extreme"" Microfluidics: Large-volumes and Complex Fluids","  Mehmet Toner is the Helen Andrus Benedict Professor of Biomedical Engineering
at the Massachusetts General Hospital (MGH), Harvard Medical School, and
Harvard - MIT Health Sciences & Technology. Here he describes his labs efforts
to advance the field of microfluidics to process large-volumes of fluids.
Although somewhat counterintuitive, this approach has found a broad interest in
both academia and industry at an unprecedented rate due to its broad range of
utility in medical and industrial applications.
",2018-01-10T11:29:49Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46bc5590>],physics.flu-dyn
http://arxiv.org/abs/astro-ph/0506604v1,"Demonstration of the applicability of 3D Slicer to Astronomical Data
  Using 13CO and C18O Observations of IC348","  3D Slicer, a brain imaging and visualization computer application developed
at Brigham and Women's Hospital's Surgical Planning Lab, was used to visualize
the IC 348 star-forming complex in Perseus in RA-DEC-Velocity space. This
project is part of a collaboration between Harvard University's Astronomy
Department and Medical School, and serves as a proof-of-concept technology
demonstration for Harvard's Institute for Innovative Computing (IIC). 3D Slicer
is capable of displaying volumes (data cubes), slices in any direction through
the volume, 3D models generated from the volume, and 3D models of label maps.
The 3D spectral line maps of IC 348 were created using 13CO and C18O data
collected at the FCRAO (Five College Radio Astronomy Observatory). The 3D
visualization makes the identification of the cloud's inner dense cores and
velocity structure components easier than current conventional astronomical
methods. It is planned for 3D Slicer to be enhanced with astrophysics-specific
features resulting in an astronomical version to be available online through
the IIC and in conjunction with the National Virtual Observatory (NVO).
",2005-06-24T18:30:04Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46bc5e90>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46bb8f50>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46bb8b90>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46bb84d0>]",astro-ph
http://arxiv.org/abs/dg-ga/9707018v1,"Moduli spaces of flat connections on 2-manifolds, cobordism, and
  Witten's volume formulas","  We discuss Witten's formulas for the symplectic volumes of moduli spaces of
flat connections on 2-manifolds from the viewpoint of Hamiltonian cobordism as
introduced by Ginzburg-Guillemin-Karshon.
",1997-07-24T19:18:30Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46bb8410>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46bb80b0>]",dg-ga
http://arxiv.org/abs/hep-ph/9601218v1,"Rare, Leptonic, and Hadronic Decays of Charmed Mesons - A Review -","  We review the physics of rare, leptonic, and hadronic decays of charmed
mesons based on the results submitted to this conference (EPS 95, Brussles).
",1996-01-05T23:32:51Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f7465b050>],hep-ph
http://arxiv.org/abs/hep-th/9403151v1,Mirror Transform and String Theory,"  Some aspects of Mirror symmetry are reviewed, with an emphasis on more recent
results extending mirror transform to higher genus Riemann surfaces and its
relation to the Kodaira-Spencer theory of gravity (talk given in the Geometry
and Topology Conference, April 93, Harvard, in honor of Raoul Bott)
",1994-03-24T16:46:51Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f7465b4d0>],hep-th
http://arxiv.org/abs/math/0504181v1,Integral affine structures on spheres III: complete intersections,"  We extend our model for affine structures on toric Calabi-Yau hypersurfaces
math.AG/0205321 to the case of complete intersections.
",2005-04-09T04:54:20Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f746570b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f746574d0>]",math.AG
http://arxiv.org/abs/0809.4265v1,"The Binarity of the Magellanic Clouds and the Formation of the
  Magellanic Stream","  The HST proper motion (PM) measurements of the Clouds have severe
implications for their interaction history with the Milky Way (MW) and with
each other. The Clouds are likely on their first passage about the MW and the
SMC's orbit about the LMC is better described as quasi-periodic rather than
circular. Binary L/SMC orbits that satisfy observational constraints on their
mutual interaction history (e.g. the formation of the Magellanic Bridge during
a collision between the Clouds ~300 Myr ago) can be located within 1 sigma of
the mean PMs. However, these binary orbits are not co-located with the
Magellanic Stream (MS) when projected on the plane of the sky and the
line-of-sight velocity gradient along the LMC's orbit is significantly steeper
than that along the MS. These combined results ultimately rule out a purely
tidal origin for the MS: tides are ineffective without multiple pericentric
passages and can neither decrease the velocity gradient nor explain the offset
stream in a polar orbit configuration. Alternatively, ram pressure stripping of
an extended gaseous disk may naturally explain the deviation. The offset also
suggests that observations of the little-explored region between RA 21h and 23h
are crucial for characterizing the full extent of the MS.
",2008-09-24T20:03:08Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f74657830>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f74657350>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f74657290>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f74657950>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f74657a10>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f746491d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f746497d0>]",astro-ph
