id,title,summary,published,authors,primary category
http://arxiv.org/abs/cond-mat/0212427v2,Hydrodynamical Approach to Vehicular Flow in the Urban Street Canyon,"  The vehicular flow in the urban street canyon is considered. The classical
field description is used in the modelling of the vehicular movement and of
gaseous mixture in generic urban street canyon. The dynamical variables include
vehicular densities, velocities, and emissivities: of pollutants, heat and
exhaust gases, as well as standard mixture components' variables: densities,
velocities, temperature, pressures. The local balances' equations predict the
dynamics of the complex system. The automatic control of the vehicular flow is
attained by the sets of coordinated traffic lights. The automatic control is
aimed at minimization of traffic ecological costs by the application of
variational calculus (Lagrange's and Bolz's problems). The theoretical
description is accompanied by numerical examples of computer fluid dynamics
based on real traffic data.
",2002-12-18T19:05:16Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4d950>],cond-mat.dis-nn
http://arxiv.org/abs/0801.4549v1,Simplified measurement of the Bell parameter within quantum mechanics,"  We point out that, if one accepts the validity of quantum mechanics, the Bell
parameter for the polarization state of two photons can be measured in a
simpler way than by the standard procedure [Clauser, Horne, Shimony, and Holt,
Phys. Rev. Lett. 23, 880 (1969)]. The proposed method requires only two
measurements with parallel linear-polarizer settings for Alice and Bob at 0 and
45 degrees, and yields a significantly smaller statistical error for a large
Bell parameter.
",2008-01-29T20:53:19Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4df50>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b25110>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b25290>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b253b0>]",quant-ph
http://arxiv.org/abs/math/9712213v1,Deformations of Coxeter hyperplane arrangements,"  We investigate several hyperplane arrangements that can be viewed as
deformations of Coxeter arrangements. In particular, we prove a conjecture of
Linial and Stanley that the number of regions of the arrangement x_i - x_j = 1,
1 \leq i<j \leq n, is equal to the number of alternating trees on n+1 vertices.
Remarkably, these numbers have several additional combinatorial interpretations
in terms of binary trees, partially ordered sets, and tournaments. More
generally, we give formulae for the number of regions and the Poincar'e
polynomial of certain finite subarrangements of the affine Coxeter arrangement
of type A_{n-1}. These formulae enable us to prove a ""Riemann hypothesis"" on
the location of zeros of the Poincar'e polynomial. We also consider some
generic deformations of Coxeter arrangements of type A_{n-1}.
",1997-12-02T18:46:59Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b25a70>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b25bf0>]",math.CO
http://arxiv.org/abs/1808.09804v2,"Microscopic theory of capillary pressure hysteresis based on pore-space
  accessivity and radius-resolved saturation","  Continuum models of porous media use macroscopic parameters and state
variables to capture essential features of pore-scale physics. We propose a
macroscopic property ""accessivity"" ($\alpha$) to characterize the network
connectivity of different sized pores in a porous medium, and macroscopic state
descriptors ""radius-resolved saturations"" ($\psi_w(F),\psi_n(F)$) to
characterize the distribution of fluid phases within. Small accessivity
($\alpha\to0$) implies serial connections between different sized pores, while
large accessivity ($\alpha\to1$) corresponds to more parallel arrangements, as
the classical capillary bundle model implicitly assumes. Based on these
concepts, we develop a statistical theory for quasistatic immiscible
drainage-imbibition in arbitrary cycles, and arrive at simple algebraic
formulae for updating $\psi_n(F)$ that naturally capture capillary pressure
hysteresis, with $\alpha$ controlling the amount of hysteresis. These concepts
may be used to interpret hysteretic data, upscale pore-scale observations, and
formulate new constitutive laws by providing a simple conceptual framework for
quantifying connectivity effects, and may have broader utility in continuum
modeling of transport, reactions, and phase transformations in porous media.
",2018-08-23T23:21:28Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b423b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b424d0>]",cond-mat.soft
http://arxiv.org/abs/2005.05998v1,Ultrasound-enhanced mass transfer during single-bubble diffusive growth,"  Ultrasound is known to enhance surface bubble growth and removal in catalytic
and microfluidic applications, yet the contributions of rectified diffusion and
microstreaming phenomena towards mass transfer remain unclear. We quantify the
effect of ultrasound on the diffusive growth of a single spherical CO$_2$
bubble growing on a substrate in supersaturated water. The time dependent
bubble size, shape, oscillation amplitude and microstreaming flow field are
resolved. We show and explain how ultrasound can enhance the diffusive growth
of surface bubbles by up to two orders of magnitude during volumetric
resonance. The proximity of the wall forces the bubble to oscillate
non-spherically, thereby generating vigorous streaming during resonance that
results in convection-dominated growth.
",2020-05-12T18:26:15Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b42c50>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b42e30>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b42fb0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4e110>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4e230>]",physics.flu-dyn
http://arxiv.org/abs/1202.5839v1,"Error analysis of free probability approximations to the density of
  states of disordered systems","  Theoretical studies of localization, anomalous diffusion and ergodicity
breaking require solving the electronic structure of disordered systems. We use
free probability to approximate the ensemble- averaged density of states
without exact diagonalization. We present an error analysis that quantifies the
accuracy using a generalized moment expansion, allowing us to distinguish
between different approximations. We identify an approximation that is accurate
to the eighth moment across all noise strengths, and contrast this with the
perturbation theory and isotropic entanglement theory.
",2012-02-27T07:30:07Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4ea10>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4eb30>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4ec50>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4ed70>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4ee90>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4efb0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4c170>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4c290>]",cond-mat.dis-nn
http://arxiv.org/abs/1408.6641v2,"Group theory for structural analysis and lattice vibrations in
  phosphorene systems","  Group theory analysis for two-dimensional elemental systems related to
phosphorene is presented, including (i) graphene, silicene, germanene and
stanene, (ii) dependence on the number of layers and (iii) two stacking
arrangements. Departing from the most symmetric $D_{6h}^{1}$ graphene space
group, the structures are found to have a group-subgroup relation, and analysis
of the irreducible representations of their lattice vibrations makes it
possible to distinguish between the different allotropes. The analysis can be
used to study the effect of strain, to understand structural phase transitions,
to characterize the number of layers, crystallographic orientation and
nonlinear phenomena.
",2014-08-28T07:48:53Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4cc50>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4cdd0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b4cef0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b350b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b351d0>]",cond-mat.mes-hall
http://arxiv.org/abs/1703.00075v1,"Discrete Wavelet Transform Based Algorithm for Recognition of QRS
  Complexes","  This paper proposes the application of Discrete Wavelet Transform (DWT) to
detect the QRS (ECG is characterized by a recurrent wave sequence of P, QRS and
T-wave) of an electrocardiogram (ECG) signal. Wavelet Transform provides
localization in both time and frequency. In preprocessing stage, DWT is used to
remove the baseline wander in the ECG signal. The performance of the algorithm
of QRS detection is evaluated against the standard MIT BIH (Massachusetts
Institute of Technology, Beth Israel Hospital) Arrhythmia database. The average
QRS complexes detection rate of 98.1 % is achieved.
",2017-02-28T22:12:00Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b35a10>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b35ad0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b35b90>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b35c50>]",cs.CV
http://arxiv.org/abs/1309.1149v1,"MOSAIK: A hash-based algorithm for accurate next-generation sequencing
  read mapping","  This paper presents an accurate short-read mapper for next-generation
sequencing data which is widely used in the 1000 Genomes Project, and human
clinical and other species genome studies.
",2013-09-04T19:42:21Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b392f0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b39410>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b39590>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b396b0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b39830>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b39950>]",q-bio.GN
http://arxiv.org/abs/0901.4817v2,"Quantum Imaging beyond the Diffraction Limit by Optical Centroid
  Measurements","  I propose a quantum imaging method that can beat the Rayleigh-Abbe
diffraction limit and achieve de Broglie resolution without requiring a
multiphoton absorber as the detector. Using the same non-classical states of
light as those for quantum lithography, the proposed method requires only
intensity measurements, followed by image post-processing, to produce the same
complex image patterns as those in quantum lithography. The method is expected
to be experimentally realizable using current technology.
",2009-01-30T02:15:54Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b97110>],quant-ph
http://arxiv.org/abs/1812.09146v1,"The Technology Transfer of the Italian Public Research System: the Case
  of the National Research Council of Italy","  This paper deals with the technology transfer activities of the main public
research institution in Italy, the Italian Research Council, CNR. A comparative
analysis on patenting and licensing performances between CNR and the
Massachusetts Institute of Technology, MIT has been carried out. Findings show
that: research expenses being equal, CNR patents are 26% of MIT's; and, patents
being equal, CNR licenses are also 26% of MIT's. This means that CNR impact on
domestic competitiveness, in terms of patent licenses, is less than 7% of
MIT's. Moreover, while 83% of CNR patents are never licensed to domestic
industry, the Italian technology balance of payments shows a perennial deficit.
The paper concludes with the identification of the possible causes that may
explain such a gap.
",2018-12-21T14:30:50Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b979b0>],cs.DL
http://arxiv.org/abs/0704.0191v1,Intricate Knots in Proteins: Function and Evolution,"  A number of recently discovered protein structures incorporate a rather
unexpected structural feature: a knot in the polypeptide backbone. These knots
are extremely rare, but their occurrence is likely connected to protein
function in as yet unexplored fashion. Our analysis of the complete Protein
Data Bank reveals several new knots which, along with previously discovered
ones, can shed light on such connections. In particular, we identify the most
complex knot discovered to date in human ubiquitin hydrolase, and suggest that
its entangled topology protects it against unfolding and degradation by the
proteasome. Knots in proteins are typically preserved across species and
sometimes even across kingdoms. However, we also identify a knot which only
appears in some transcarbamylases while being absent in homologous proteins of
similar structure. The emergence of the knot is accompanied by a shift in the
enzymatic function of the protein. We suggest that the simple insertion of a
short DNA fragment into the gene may suffice to turn an unknotted into a
knotted structure in this protein.
",2007-04-02T13:40:19Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b9b1d0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b9b2f0>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b9b470>]",physics.bio-ph
http://arxiv.org/abs/math/0409266v1,Frobenius-unstable bundles and p-curvature,"  We use the theory of p-curvature of connections to analyze stable vector
bundles of rank 2 on curves of genus 2 which pull back to unstable bundles
under the Frobenius morphism. We take two approaches, first using explicit
formulas for p-curvature to analyze low-characteristic cases, and then using
degeneration techniques to obtain an answer for a general curve by degenerating
to an irreducible rational nodal curve, and applying the results of
math.AG/0409145 and math.AG/0407445. We also apply our explicit formulas to
give a new description of the strata of curves of genus 2 of different p-rank.
",2004-09-16T00:58:52Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b9bc50>],math.AG
http://arxiv.org/abs/cmp-lg/9511004v1,"An investigation into the correlation of cue phrases, unfilled pauses
  and the structuring of spoken discourse","  Expectations about the correlation of cue phrases, the duration of unfilled
pauses and the structuring of spoken discourse are framed in light of Grosz and
Sidner's theory of discourse and are tested for a directions-giving dialogue.
The results suggest that cue phrase and discourse structuring tasks may align,
and show a correlation for pause length and some of the modifications that
speakers can make to discourse structure.
",1995-11-22T18:47:27Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b5d410>],cmp-lg
http://arxiv.org/abs/astro-ph/0307052v1,"Polarization of the Atmosphere as a Foreground for Cosmic Microwave
  Background Polarization Experiments","  We quantify the level of polarization of the atmosphere due to Zeeman
splitting of oxygen in the Earth's magnetic field and compare it to the level
of polarization expected from the polarization of the cosmic microwave
background radiation. The analysis focuses on the effect at mid-latitudes and
at large angular scales. We find that from stratospheric balloon borne
platforms and for observations near 100 GHz the atmospheric linear and circular
polarized intensities is about 10^{-12} and 100 x 10^{-9} K, respectively,
making the atmosphere a negligible source of foreground. From the ground the
linear and circular polarized intensities are about 10^{-9} and 100 x 10^{-6}
K, making the atmosphere a potential source of foreground for the CMB E (B)
mode signal if there is even a 1% (0.01%) conversion of circular to linear
polarization in the instrument.
",2003-07-02T17:45:05Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b5dc50>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b5dd70>]",astro-ph
http://arxiv.org/abs/cmp-lg/9506017v1,The Effect of Pitch Accenting on Pronoun Referent Resolution,"  By strictest interpretation, theories of both centering and intonational
meaning fail to predict the existence of pitch accented pronominals. Yet they
occur felicitously in spoken discourse. To explain this, I emphasize the dual
functions served by pitch accents, as markers of both propositional
(semantic/pragmatic) and attentional salience. This distinction underlies my
proposals about the attentional consequences of pitch accents when applied to
pronominals, in particular, that while most pitch accents may weaken or
reinforce a cospecifier's status as the center of attention, a contrastively
stressed pronominal may force a shift, even when contraindicated by textual
features.
",1995-06-18T22:41:57Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b7d530>],cmp-lg
http://arxiv.org/abs/dg-ga/9707023v1,Singular Reduction and Quantization,"  Consider a compact prequantizable symplectic manifold M on which a compact
Lie group G acts in a Hamiltonian fashion. The ``quantization commutes with
reduction'' theorem asserts that the G-invariant part of the equivariant index
of M is equal to the Riemann-Roch number of the symplectic quotient of M,
provided the quotient is nonsingular. We extend this result to singular
symplectic quotients, using partial desingularizations of the symplectic
quotient to define its Riemann-Roch number. By similar methods we also compute
multiplicities for the equivariant index of the dual of a prequantum bundle,
and furthermore show that the arithmetic genus of a Hamiltonian G-manifold is
invariant under symplectic reduction.
",1997-07-30T18:38:45Z,"[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b7dd70>, <Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b7def0>]",dg-ga
http://arxiv.org/abs/math/0407445v1,Self maps of P^1 with prescribed ramification in characteristic p,"  Using limit linear series and a result controlling degeneration from
separable maps to inseparable maps, we give a formula for the number of
self-maps of the projective line with ramification to order e_i at general
points P_i, in the case that all e_i are less than the characteristic. Unlike
the case of characteristic 0, the answer is not given by Schubert calculus, nor
is the number of maps always finite for distinct P_i, even in the tamely
ramified case. However, finiteness for general P_i, obtained by exploiting the
relationship to branched covers, is a key part of the argument.
",2004-07-26T19:40:47Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b68650>],math.AG
http://arxiv.org/abs/math/0407496v1,A limit linear series moduli scheme,"  We develop a new, more functorial construction for the basic theory of limit
linear series, which provides a compactification of the Eisenbud-Harris theory,
and shows promise for generalization to higher-dimensional varieties and
higher-rank vector bundles. We also give a result on lifting linear series from
characteristic p to characteristic 0. In an appendix, in order to obtain the
necessary dimensional lower bounds on our limit linear series scheme we develop
a theory of ""linked Grassmannians;"" these are schemes parametrizing sub-bundles
of a sequence of vector bundles which map into one another under fixed maps of
the ambient bundles.
",2004-07-28T18:39:11Z,[<Element '{http://www.w3.org/2005/Atom}name' at 0x7f4f46b68d10>],math.AG
